name,affiliation,email,domain,citations_scholar,hindex_scholar,i10_scholar,profile_scholar,orcid,scopus_status,scopus_id,scopus_url,s2_author_id,s2_name,h_index,citation_count,paper_count,metrics_fetched,fix_status,s2_profile_url
NOV Sreyroth,"Deputy Dean of Midwifery, University of Puthisastra",Verified email at puthisastra.edu.kh,puthisastra.edu.kh,0.0,0.0,0.0,https://scholar.google.com/citations?hl=en&user=jRTFhBMAAAAJ,0009-0006-0013-2953,found,,,2400055933.0,N. Sreyroth,0.0,0.0,2.0,2026-06-07,skipped_low_hindex,https://www.semanticscholar.org/author/2400055933.0
"Professor, Dr. Sou Veasna",Royal University of Phnom Penh (RUPP),Verified email at rupp.edu.kh -Homepage,rupp.edu.kh,1139.0,9.0,6.0,https://scholar.google.com/citations?hl=en&user=88pQgvAAAAAJ,0000-0002-6947-2482,found,,,nan,,,,,,no_better_found,
"Chan Oeurn Chey, PhD","Graduate School of Science, Royal University of Phnom Penh",Verified email at rupp.edu.kh -Homepage,rupp.edu.kh,831.0,16.0,22.0,https://scholar.google.com/citations?hl=en&user=2ALq40oAAAAJ,0000-0002-0618-6999,found,,,nan,,,,,,no_better_found,
Beanbonyka Rim,Royal University of Phnom Penh,Verified email at rupp.edu.kh,rupp.edu.kh,804.0,11.0,12.0,https://scholar.google.com/citations?hl=en&user=h-qfOGkAAAAJ,0000-0003-1232-0610,found,,,1819239401,Beanbonyka Rim,10.0,568.0,15.0,2026-06-07,fixed,https://www.semanticscholar.org/author/1819239401
Say Sok,Independent Consultant and Researcher,Verified email at rupp.edu.kh,rupp.edu.kh,681.0,17.0,23.0,https://scholar.google.com/citations?hl=en&user=LvzVwc4AAAAJ,0000-0003-0828-0193,found,,,83846615,Say Sok,11.0,204.0,20.0,,fixed,https://www.semanticscholar.org/author/83846615
Mak Sithirith,Researcher,Verified email at rupp.edu.kh,rupp.edu.kh,619.0,13.0,21.0,https://scholar.google.com/citations?hl=en&user=NBYZltoAAAAJ,0000-0002-9567-6585,found,56139499200.0,https://www.scopus.com/authid/detail.uri?authorId=56139499200,87214222.0,M. Sithirith,10.0,253.0,42.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/87214222.0
Veasna Soum,Royal University of Phnom Penh,Verified email at rupp.edu.kh,rupp.edu.kh,554.0,11.0,11.0,https://scholar.google.com/citations?hl=en&user=dg6Ez8QAAAAJ,0000-0003-4164-2379,found,57190286988.0,https://www.scopus.com/authid/detail.uri?authorId=57190286988,51033561,Veasna Soum,10.0,400.0,18.0,2026-06-07,fixed,https://www.semanticscholar.org/author/51033561
Sok Serey,HKBU,Verified email at rupp.edu.kh -Homepage,rupp.edu.kh,512.0,12.0,17.0,https://scholar.google.com/citations?hl=en&user=JgDhDJIAAAAJ,0000-0002-3722-0125,found,,,104211199,Serey Sok,8.0,211.0,45.0,2026-06-07,fixed,https://www.semanticscholar.org/author/104211199
Leang UN,Dean,Verified email at rupp.edu.kh -Homepage,rupp.edu.kh,465.0,10.0,12.0,https://scholar.google.com/citations?hl=en&user=pkRMNd8AAAAJ,0000-0002-6251-3368,found,,,118493777,L. Un,6.0,122.0,15.0,2026-06-07,fixed,https://www.semanticscholar.org/author/118493777
Vin Spoann,"Assoc. professor, Royal University of Phnom Penh",Verified email at rupp.edu.kh -Homepage,rupp.edu.kh,444.0,8.0,8.0,https://scholar.google.com/citations?hl=en&user=bn4FpIIAAAAJ,0000-0003-3491-0101,found,,,41069692,Vin Spoann,6.0,241.0,9.0,,fixed,https://www.semanticscholar.org/author/41069692
Tieng Siteng,"Faculty of Engineering, Royal University of Phnom Penh, Cambodia",Verified email at rupp.edu.kh,rupp.edu.kh,398.0,10.0,10.0,https://scholar.google.com/citations?hl=en&user=mlH6VK0AAAAJ,0000-0002-9037-6671,found,37073526900.0,https://www.scopus.com/authid/detail.uri?authorId=37073526900,9810765.0,S. Tieng,9.0,264.0,16.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/9810765.0
KAKADA UON,"Teacher of English as a second language, Institute of Technology of Cambodia (ITC)",Verified email at itc.edu.kh,itc.edu.kh,2358.0,21.0,38.0,https://scholar.google.com/citations?hl=en&user=y6Nqw2gAAAAJ,0000-0002-8627-5317,found,,,nan,,,,,,no_better_found,
Hasika Mith,"Researcher, Institute of Technology of Cambodia",Verified email at itc.edu.kh,itc.edu.kh,877.0,13.0,13.0,https://scholar.google.com/citations?hl=en&user=wjzQqKoAAAAJ,0000-0003-3428-5094,found,,,144723379,H. Mith,10.0,559.0,25.0,,fixed,https://www.semanticscholar.org/author/144723379
SOK Ty,Institute of Technology of Cambodia,Verified email at itc.edu.kh,itc.edu.kh,772.0,17.0,23.0,https://scholar.google.com/citations?hl=en&user=_r9PG1UAAAAJ,0009-0006-6591-8519,found,,,38880241,Ty Sok,12.0,404.0,34.0,,fixed,https://www.semanticscholar.org/author/38880241
PHAT Chanvorleak,"Head of Food Technology and Nutrition Research Unit, Institute of Technology of Cambodia",Verified email at itc.edu.kh,itc.edu.kh,738.0,7.0,7.0,https://scholar.google.com/citations?hl=en&user=mYv2qGAAAAAJ,0000-0002-3674-4912,found,55586059900.0,https://www.scopus.com/authid/detail.uri?authorId=55586059900,4329785,C. Phat,7.0,476.0,24.0,,fixed,https://www.semanticscholar.org/author/4329785
Long Bun,Institute of Technology of Cambodia,Verified email at itc.edu.kh,itc.edu.kh,662.0,14.0,18.0,https://scholar.google.com/citations?hl=en&user=XZKnwyYAAAAJ,0009-0009-1736-3960,found,,,2107299892,S. Chan,39.0,6854.0,473.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2107299892
PHUN Vengkheang,Visiting Associate Professor,Verified email at itc.edu.kh -Homepage,itc.edu.kh,525.0,11.0,11.0,https://scholar.google.com/citations?hl=en&user=j73WVVkAAAAJ,0000-0002-2871-3091,found,,,nan,,,,,,no_better_found,
Pichmony Ek,Institute of Technology of Cambodia,Verified email at itc.edu.kh,itc.edu.kh,497.0,12.0,12.0,https://scholar.google.com/citations?hl=en&user=Dn_pqWcAAAAJ,0000-0002-6373-797X,found,,,96770504,Pichmony Ek,9.0,256.0,18.0,,fixed,https://www.semanticscholar.org/author/96770504
TAN Reasmey,Institute of Technology of Cambodia (ITC),Verified email at itc.edu.kh,itc.edu.kh,485.0,9.0,9.0,https://scholar.google.com/citations?hl=en&user=q8IUX-gAAAAJ,0009-0005-5999-7663,found,,,2616060,R. Tan,19.0,1200.0,40.0,,fixed,https://www.semanticscholar.org/author/2616060
Vannak Vai,"Lecturer-Researcher, Institute of Technology of Cambodia",Verified email at itc.edu.kh -Homepage,itc.edu.kh,449.0,11.0,13.0,https://scholar.google.com/citations?hl=en&user=CswoKhYAAAAJ,0000-0002-9540-4926,found,57195285947.0,https://www.scopus.com/authid/detail.uri?authorId=57195285947,2927626,Vannak Vai,10.0,320.0,50.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2927626
Dona Valy,Institute of Technology of Cambodia,Verified email at itc.edu.kh,itc.edu.kh,360.0,10.0,10.0,https://scholar.google.com/citations?hl=en&user=dLCU38EAAAAJ,0009-0000-6181-5551,found,57192063150.0,https://www.scopus.com/authid/detail.uri?authorId=57192063150,8700325,Dona Valy,10.0,242.0,24.0,2026-06-07,fixed,https://www.semanticscholar.org/author/8700325
Bunyeth Chan,"Posdoctoral Researcher, Wonders of the Mekong Project, c/o Inland Fisheries Research and Development",Verified email at sru.edu.kh,sru.edu.kh,240.0,10.0,11.0,https://scholar.google.com/citations?hl=en&user=ElfJjWUAAAAJ,0000-0001-9102-5534,found,,,144532827,Bunyeth Chan,8.0,154.0,20.0,,fixed,https://www.semanticscholar.org/author/144532827
Bunly Soeung,"Lecturer, Svay Rieng University and Research Fellow, Cambodian Institute for Cooperation and Peace",Verified email at mail.sru.edu.kh,sru.edu.kh,168.0,5.0,5.0,https://scholar.google.com/citations?hl=en&user=x3DgONcAAAAJ,0009-0000-6236-9637,found,,,40998714,Bunly Soeung,5.0,116.0,6.0,,fixed,https://www.semanticscholar.org/author/40998714
"Serey Mardy, PhD","Faculty of Agriculture, Svay Rieng University",Verified email at mail.sru.edu.kh -Homepage,sru.edu.kh,88.0,5.0,1.0,https://scholar.google.com/citations?hl=en&user=kGuyg5EAAAAJ,0009-0002-1049-7324,found,59261029900.0,https://www.scopus.com/authid/detail.uri?authorId=59261029900,nan,,,,,,no_better_found,
Asst. Prof. Dr. Dina Pen,"Assistant Professor, Svay Rieng University",Verified email at mail.sru.edu.kh,sru.edu.kh,83.0,5.0,3.0,https://scholar.google.com/citations?hl=en&user=14aYIskAAAAJ,0009-0004-0104-2840,found,59316667400.0,https://www.scopus.com/authid/detail.uri?authorId=59316667400,nan,,,,,,no_better_found,
phearun lay,"Part-time lecturer at Svay Rieng University, Cambodia",Verified email at sru.edu.kh -Homepage,sru.edu.kh,6.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=9BDQwkYAAAAJ,0000-0003-1543-7849,found,57698933600.0,https://www.scopus.com/authid/detail.uri?authorId=57698933600,,,,,,,skipped_low_hindex,
Tithya Kang,Svay Rieng University,Verified email at mail.sru.edu.kh,sru.edu.kh,4.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=5vVpDyIAAAAJ,0009-0009-0531-6788,found,,,,,,,,,skipped_low_hindex,
CHOUN Pheakdey,"Doctoral Student, Institute of Technology of Cambodia",Verified email at sru.edu.kh,sru.edu.kh,1.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=ZN-fJaQAAAAJ,0009-0006-4262-5828,found,,,,,,,,,skipped_low_hindex,
Chou Manith,Svay Rieng University,Verified email at sru.edu.kh,sru.edu.kh,1.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=lYC1-uUAAAAJ,0009-0004-9026-0582,found,,,2204789409.0,Manith Chou,1.0,1.0,1.0,2026-06-07,skipped_low_hindex,https://www.semanticscholar.org/author/2204789409.0
THOK Piseth,Svay Rieng University,Verified email at mail.sru.edu.kh,sru.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=RKd02CYAAAAJ,0009-0002-4751-9566,found,,,2164145160,Piseth Thok,0.0,0.0,1.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2164145160
Arun Meas,National Meanchey University,Verified email at nmu.edu.kh,nmu.edu.kh,400.0,5.0,5.0,https://scholar.google.com/citations?hl=en&user=EXNzgAQAAAAJ,0009-0000-7899-6395,found,57126240900.0,https://www.scopus.com/authid/detail.uri?authorId=57126240900,15322123,,,,,,fixed,https://www.semanticscholar.org/author/15322123
Veu Thangrak.PhD,"National Meanchey University, Cambodia",Verified email at nmu.edu.kh -Homepage,nmu.edu.kh,105.0,3.0,1.0,https://scholar.google.com/citations?hl=en&user=9iWy3mcAAAAJ,0000-0001-8183-6149,found,,,nan,,,,,,no_better_found,
Sopheak TITH,Lecturer,Verified email at nmu.edu.kh -Homepage,nmu.edu.kh,12.0,2.0,0.0,https://scholar.google.com/citations?hl=en&user=Z_77FHYAAAAJ,0009-0007-2736-5455,found,,,2280791694.0,Sopheak Tith,0.0,0.0,3.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/2280791694.0
Chumrong Chhom,"Civil Servant, Royal Academy of Cambodia",Verified email at rac.gov.kh,rac.gov.kh,4.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=ST9zXxMAAAAJ,0009-0003-0905-5577,found,,,,,,,,,skipped_low_hindex,
Amirhossein Taghipour,Preah Sihamoniraja Buddhist University,Verified email at psbu.edu.kh,psbu.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=I8NtP04AAAAJ,0000-0002-7409-2484,found,57408439900.0,https://www.scopus.com/authid/detail.uri?authorId=57408439900,115928941,A. Taghipour,12.0,614.0,36.0,2026-06-07,fixed,https://www.semanticscholar.org/author/115928941
CHREA Sesokunthideth,Unknown affiliation,Verified email at ntti.edu.kh,ntti.edu.kh,233.0,3.0,2.0,https://scholar.google.com/citations?hl=en&user=1iUZfT4AAAAJ,0000-0003-4328-9855,found,55637867300.0,https://www.scopus.com/authid/detail.uri?authorId=55637867300,120037789.0,Sesokunthideth Chrea,3.0,184.0,3.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/120037789.0
Davuth Dy,Build Bright University,Verified email at bbu.edu.kh -Homepage,bbu.edu.kh,38.0,2.0,1.0,https://scholar.google.com/citations?hl=en&user=5i-LGdkAAAAJ,0009-0005-5650-7227,found,55368203800.0,https://www.scopus.com/authid/detail.uri?authorId=55368203800,119090864,Davuth Dy,2.0,28.0,3.0,,fixed,https://www.semanticscholar.org/author/119090864
Lim Kim Eav,Build Bright University,Verified email at pp.bbu.edu.kh -Homepage,bbu.edu.kh,24.0,3.0,0.0,https://scholar.google.com/citations?hl=en&user=UlNvRcYAAAAJ,0009-0002-2144-5204,found,,,2303377530.0,L. Eav,2.0,9.0,11.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/2303377530.0
Kong Chantha,Build Bright University,Verified email at bmc.bbu.edu.kh,bbu.edu.kh,6.0,2.0,0.0,https://scholar.google.com/citations?hl=en&user=h1QS8o4AAAAJ,0009-0002-0548-6364,found,,,2337290728.0,Chantha Kong,0.0,0.0,2.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/2337290728.0
Pao Sari,Unknown affiliation,Verified email at mekong.edu.kh,mekong.edu.kh,1841.0,10.0,10.0,https://scholar.google.com/citations?hl=en&user=ZP-DbwYAAAAJ,0009-0007-9244-5101,found,,,nan,,,,,,no_better_found,
Romny Ly,Cambodian Mekong University,Verified email at mekong.edu.kh,mekong.edu.kh,455.0,9.0,7.0,https://scholar.google.com/citations?hl=en&user=KHPUqLkAAAAJ,0000-0002-0084-7944,found,,,1581854695.0,Romny Ly,8.0,276.0,23.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/1581854695.0
Siek Darith,Dr.,Verified email at ume.edu.kh,ume.edu.kh,147.0,6.0,4.0,https://scholar.google.com/citations?hl=en&user=UExmHhcAAAAJ,0009-0002-3423-633X,found,,,102560963,Siek Darith,4.0,33.0,20.0,2026-06-07,fixed,https://www.semanticscholar.org/author/102560963
Norm Rorthmony,Primary School Teacher,Verified email at ume.edu.kh,ume.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=YhoobQwAAAAJ,0009-0002-1369-5879,found,,,nan,,,,,,no_better_found,
Dr.Ben Fahmy,Dewey International University,Verified email at diu.edu.kh -Homepage,diu.edu.kh,19.0,1.0,1.0,https://scholar.google.com/citations?hl=en&user=UsAG-NYAAAAJ,0009-0007-4633-1592,found,,,,,,,,,skipped_low_hindex,
Dr. KEA SOKVIBOL,"Internal Quality Assurance Office, University of South-East Asia (USEA)",Verified email at usea.edu.kh -Homepage,usea.edu.kh,859.0,14.0,17.0,https://scholar.google.com/citations?hl=en&user=UjqEAicAAAAJ,0000-0003-0950-3336,found,,,nan,,,,,,no_better_found,
Sengthai Lay,"Lecturer, University of South-East Asia",Verified email at usea.edu.kh -Homepage,usea.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=34rxI-sAAAAJ,0009-0008-1347-9053,found,,,2337275446,Sengthai Lay,0.0,0.0,2.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2337275446
"Long Bunteng,Ph.D.",Professor and Dean of Faculty of Management - Hotel and Tourism,Verified email at westernuniversity.edu.kh,westernuniversity.edu.kh,81.0,4.0,2.0,https://scholar.google.com/citations?hl=en&user=WusFoAkAAAAJ,0009-0006-1086-1586,found,,,nan,,,,,,no_better_found,
Sovang Long,Dean of Graduate School,Verified email at westernuniversity.edu.kh -Homepage,westernuniversity.edu.kh,58.0,3.0,2.0,https://scholar.google.com/citations?hl=en&user=tdYyWdUAAAAJ,0000-0001-8194-5580,found,,,2258362105.0,Sovang Long,1.0,4.0,5.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/2258362105.0
hok thavuth,"Vice President, Western University",Verified email at westernuniversity.edu.kh,westernuniversity.edu.kh,25.0,2.0,2.0,https://scholar.google.com/citations?hl=en&user=E8CnhKoAAAAJ,0000-0002-5418-2984,found,,,2373391444.0,Thavuth Hok,1.0,2.0,1.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/2373391444.0
Sothea Yon,Research team,Verified email at angkor.edu.kh -Homepage,angkor.edu.kh,117.0,5.0,4.0,https://scholar.google.com/citations?hl=en&user=xEhZGXgAAAAJ,0009-0000-5943-2607,found,,,nan,,,,,,no_better_found,
Arun Singh,East Asia Management University,Verified email at eamu.edu.kh -Homepage,eamu.edu.kh,3665.0,21.0,106.0,https://scholar.google.com/citations?hl=en&user=eBLaVfIAAAAJ,0000-0003-4757-8646,found,,,1399890838,Arun S. Singh,38.0,4041.0,136.0,2026-06-07,fixed,https://www.semanticscholar.org/author/1399890838
sonkang ly,Phnom Penh University of the Arts,Verified email at ppua.edu.kh,ppua.edu.kh,161.0,7.0,6.0,https://scholar.google.com/citations?hl=en&user=vG-HaFYAAAAJ,0000-0001-6202-628X,found,,,nan,,,,,,no_better_found,
Ashli Josh Aurellano,Student at Phnom Penh University of Arts,Verified email at ppua.edu.kh,ppua.edu.kh,41.0,1.0,1.0,https://scholar.google.com/citations?hl=en&user=Cb72PYUAAAAJ,0009-0007-1046-6153,found,,,,,,,,,skipped_low_hindex,
kang kay,Study at Phnom Penh University of the Arts - PPUA and ISTAD,Verified email at ppua.edu.kh,ppua.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=rnQfXPsAAAAJ,0000-0003-2389-5903,found,,,47841301,K. Yu,69.0,25131.0,945.0,,fixed,https://www.semanticscholar.org/author/47841301
Pisith Hok,"Dean of Faculty of Law and Economics, ACLEDA University of Business (AUB)",Verified email at aub.edu.kh -Homepage,aub.edu.kh,3.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=ylceR3oAAAAJ,0009-0003-3554-7380,found,,,,,,,,,skipped_low_hindex,
Mr.Moly,ACLEADA University of Business,Verified email at aub.edu.kh,aub.edu.kh,1.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=JXTa-yEAAAAJ,,found,,,,,,,,,skipped_low_hindex,
SAPHONN Vonthanak,Professor of Public Health,Verified email at uhs.edu.kh,uhs.edu.kh,4298.0,37.0,96.0,https://scholar.google.com/citations?hl=en&user=T9boLcsAAAAJ,0000-0002-5620-0517,found,,,5087669.0,V. Saphonn,27.0,2125.0,108.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/5087669.0
OLIVIER SEGERAL,Unknown affiliation,Verified email at uhs.edu.kh,uhs.edu.kh,705.0,14.0,17.0,https://scholar.google.com/citations?hl=en&user=1g305mgAAAAJ,0000-0002-0433-5292,found,,,5560512,Olivier Ségéral,10.0,402.0,19.0,,fixed,https://www.semanticscholar.org/author/5560512
"DARY CHHAVARATH (PhD., PharmD., MSc., BPharm.)","Lecturer-Researcher (Public Health Unit, University of Health Sciences)",Verified email at uhs.edu.kh -Homepage,uhs.edu.kh,133.0,7.0,6.0,https://scholar.google.com/citations?hl=en&user=zjgK8n0AAAAJ,0000-0003-4048-7020,,,,nan,,,,,,no_better_found,
HENG MENGHAK,Calmette Hospital,Verified email at uhs.edu.kh,uhs.edu.kh,1.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=yGbJlKsAAAAJ,0009-0009-5155-6563,found,,,,,,,,,skipped_low_hindex,
Sophal Yem,"Assoc Prof. of Oral Pathology, University of Healrh Sciences, Phnom Penh, Cambodia",Verified email at uhs.edu.kh -Homepage,uhs.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=npyurTQAAAAJ,0000-0001-6991-7595,found,,,2437694547,Sophal Yem,0.0,0.0,1.0,,fixed,https://www.semanticscholar.org/author/2437694547
Leabheng BUNLY,Doctor Specialist at Preah Ang Duong Hospital,Verified email at uhs.edu.kh -Homepage,uhs.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=C3GdvIMAAAAJ,0009-0000-6236-9637,found,,,2431894928,Leabheng Bunly,0.0,0.0,1.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2431894928
Sela Bun,University of Health Sciences; Techo Santepheap National Hospital,Verified email at uhs.edu.kh,uhs.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=76beRtoAAAAJ,0009-0006-7624-3211,found,,,2438039266,Sela Bun,0.0,0.0,1.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2438039266
Sarun Horn,Researcher and Lecturer,Verified email at rua.edu.kh -Homepage,rua.edu.kh,2000.0,24.0,77.0,https://scholar.google.com/citations?hl=en&user=yEVM4i8AAAAJ,0009-0009-8775-2320,found,,,2335598083,Horn Sarun,1.0,3.0,2.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2335598083
Lyda Hok,An Academic Leader and Senior Researcher (Agri-Food Systems) at Royal University of Agriculture,Verified email at rua.edu.kh -Homepage,rua.edu.kh,751.0,15.0,19.0,https://scholar.google.com/citations?hl=en&user=McB6KcgAAAAJ,0000-0003-2175-1412,found,56800815200.0,https://www.scopus.com/authid/detail.uri?authorId=56800815200,87769765.0,L. Hok,12.0,446.0,44.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/87769765.0
Borarin Buntong,Researcher at Royal University of Agriculture,Verified email at rua.edu.kh -Homepage,rua.edu.kh,699.0,9.0,8.0,https://scholar.google.com/citations?hl=en&user=QC4yOWYAAAAJ,0000-0002-6654-1374,found,35775079300.0,https://www.scopus.com/authid/detail.uri?authorId=35775079300,14356106,B. Buntong,6.0,368.0,37.0,2026-06-07,fixed,https://www.semanticscholar.org/author/14356106
Samkol,Researcher,Verified email at rua.edu.kh,rua.edu.kh,581.0,15.0,21.0,https://scholar.google.com/citations?hl=en&user=HVk2vigAAAAJ,0000-0002-1734-661X,found,,,3515099,P. Samkol,6.0,143.0,22.0,2026-06-07,fixed,https://www.semanticscholar.org/author/3515099
Dyna Theng,Royal University of Agriculture,Verified email at rua.edu.kh -Homepage,rua.edu.kh,393.0,8.0,7.0,https://scholar.google.com/citations?hl=en&user=DcAPPHoAAAAJ,0000-0003-1743-6583,found,,,51431924.0,D. Theng,7.0,279.0,18.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/51431924.0
Keo Sath,Unknown affiliation,Verified email at rua.edu.kh,rua.edu.kh,329.0,10.0,10.0,https://scholar.google.com/citations?hl=en&user=-N-SfvAAAAAJ,0000-0003-0056-647X,found,,,5588851,K. Sath,5.0,79.0,11.0,,fixed,https://www.semanticscholar.org/author/5588851
Samol Chhuoy,Lecturer and Researcher,Verified email at rua.edu.kh,rua.edu.kh,304.0,9.0,8.0,https://scholar.google.com/citations?hl=en&user=amDV9hUAAAAJ,0000-0003-3451-343X,found,,,89774565.0,Samol Chhuoy,7.0,185.0,18.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/89774565.0
kim Soben,Royal University of Agriculture,Verified email at rua.edu.kh -Homepage,rua.edu.kh,251.0,6.0,5.0,https://scholar.google.com/citations?hl=en&user=0KIlsIAAAAAJ,0000-0003-0146-3376,found,,,89990467.0,Kim Soben,5.0,156.0,9.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/89990467.0
Ro Sophoanrith,"Faculty of Agronomy, Royal University of Agriculture",Verified email at rua.edu.kh,rua.edu.kh,247.0,9.0,8.0,https://scholar.google.com/citations?hl=en&user=z0MU060AAAAJ,0000-0002-4489-7345,found,,,21686538,Sophoanrith Ro,7.0,141.0,13.0,,fixed,https://www.semanticscholar.org/author/21686538
Nareth Nut,"Faculty of Agricultural Engineering, Royal University of Agriculture",Verified email at rua.edu.kh -Homepage,rua.edu.kh,236.0,7.0,4.0,https://scholar.google.com/citations?hl=en&user=FZtE9eoAAAAJ,0000-0002-8359-6385,found,57228252500.0,https://www.scopus.com/authid/detail.uri?authorId=57228252500,108008639,N. Nut,5.0,136.0,9.0,,fixed,https://www.semanticscholar.org/author/108008639
Sras Hem,"Lecturer of Law, RULE",Verified email at rule.edu.kh -Homepage,rule.edu.kh,4.0,1.0,0.0,https://scholar.google.com/citations?hl=en&user=ckL4UFMAAAAJ,0009-0000-1435-4713,found,,,2284270914.0,S. Hem,0.0,0.0,2.0,2026-06-07,skipped_low_hindex,https://www.semanticscholar.org/author/2284270914.0
Kong Sopheak,Royal University of Law and Economics Science,Verified email at rule.edu.kh,rule.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=6kfFbBcAAAAJ,0009-0001-1751-1590,found,,,108313567,Sopheak Kong,2.0,6.0,8.0,2026-06-07,fixed,https://www.semanticscholar.org/author/108313567
"Sophal Im, PhD","National University of Management, IIC University Of Technology",Verified email at num.edu.kh -Homepage,num.edu.kh,6252.0,39.0,103.0,https://scholar.google.com/citations?hl=en&user=8pWKvxQAAAAJ,0000-0001-6991-7595,found,,,nan,,,,,,no_better_found,
Dr. Md Jamirul Haque,National University of Management,Verified email at num.edu.kh -Homepage,num.edu.kh,160.0,5.0,3.0,https://scholar.google.com/citations?hl=en&user=eEh1C7IAAAAJ,0000-0003-3824-7423,found,,,nan,,,,,,no_better_found,
Tum Nhim,Senior Researcher at National University of Management,Verified email at num.edu.kh,num.edu.kh,89.0,4.0,3.0,https://scholar.google.com/citations?hl=en&user=sTpzolgAAAAJ,0000-0002-0511-4141,found,,,90709951.0,Tum Nhim,3.0,53.0,9.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/90709951.0
Sum Sochenda,National Polytechnic Institute of Cambodia,Verified email at num.edu.kh,num.edu.kh,22.0,2.0,1.0,https://scholar.google.com/citations?hl=en&user=WQm40-MAAAAJ,0009-0003-8791-1295,found,,,2185228730.0,Sum Sochenda,1.0,3.0,1.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/2185228730.0
Sreng Vichet,Assistance Professor,Verified email at num.edu.kh,num.edu.kh,,,,https://scholar.google.com/citations?hl=en&user=MFqBhr4AAAAJ,0000-0002-1331-2113,found,56013902200.0,https://www.scopus.com/authid/detail.uri?authorId=56013902200,2365117131,Vichet Sreng,0.0,0.0,2.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2365117131
Cheab Sovuthy,Dean of School of Digital Engineering,Verified email at cadt.edu.kh -Homepage,cadt.edu.kh,563.0,11.0,13.0,https://scholar.google.com/citations?hl=en&user=Lx92H5gAAAAJ,0000-0002-4691-5527,found,,,31115297,S. Cheab,6.0,117.0,36.0,2026-06-07,fixed,https://www.semanticscholar.org/author/31115297
Hongly Va,"Institute of Digital Technology, CADT",Verified email at cadt.edu.kh,cadt.edu.kh,102.0,6.0,2.0,https://scholar.google.com/citations?hl=en&user=GhOZ1aUAAAAJ,0000-0001-7264-1841,found,,,2091300898.0,Hongly Va,4.0,69.0,13.0,2026-06-07,skipped_close_match,https://www.semanticscholar.org/author/2091300898.0
Ratha Yeu,Lecturer and Researcher,Verified email at cadt.edu.kh,cadt.edu.kh,46.0,2.0,1.0,https://scholar.google.com/citations?hl=en&user=5I3UsuUAAAAJ,0009-0000-2276-0826,found,,,1581045288,Yeu Ratha,1.0,30.0,1.0,,fixed,https://www.semanticscholar.org/author/1581045288
Kor Sokchea,"Researcher, Institute of Digital Technology, CADT",Verified email at cadt.edu.kh,cadt.edu.kh,37.0,3.0,2.0,https://scholar.google.com/citations?hl=en&user=17s7gy8AAAAJ,0000-0003-3889-3679,found,56386484900.0,https://www.scopus.com/authid/detail.uri?authorId=56386484900,2061512686,Sokchea Kor,2.0,12.0,3.0,2026-06-07,fixed,https://www.semanticscholar.org/author/2061512686
